1.
2	{[STOP][文件无法打开]"^0"是应用程序不支持的文件格式。[OK]}
1043	{^0 BPM}
1044	{^0 BPM (包含速度变化)}
1045	{变化}

1101	{.reason .rsndemo}
1105	{.recon}

1200	{浏览^0 (^1)的音色}
1201	{浏览^0 (^1)的样本}
1202	{浏览^0 (^1)的REX循环}
1203	{导入音频文件}
1204	{导入MIDI文件}
1206	{添加乐器}
1207	{添加效果器}
1208	{创建发送效果}
1209	{添加播放器}
1210	{浏览ReGroove通道^0的音色}
1211	{替换^0}
1213	{正在打开文件夹}
1214	{浏览器}
1215	{缺失的声音}
1216	{正在加载}

1250 {浏览音色}
1251 {清除浏览焦点}

1252 {显示}
1253 {RE}
1254 {VST2}
1255 {VST3}
1256 {重复项}
1257 {显示第三方机架扩展}
1258 {显示VST2插件}
1259 {显示VST3插件}
1260 {显示同一插件的VST2和VST3版本}

1261 {编辑信息...}
1262 {没有匹配的项目。请尝试关闭任何活动的过滤器。}
1263 {清除过滤器设置}
1264 {将文件夹拖放到此处！}

1265 {显示Reason设备}
1266 {隐藏VST2重复项}

1300 {^0 主文件夹}
1301 {所有位置}
1302 {音色包}

1320 {位置}
1321 {快捷方式}
1322 {收藏列表}
1323 {计算机}

1330 {名称}
1331 {类别}
1332 {标签}
1333 {种类}
1334 {日期}
1335 {上级目录}
1336 {作者}
1337 {速度}
1338 {长度}
1339 {混合}

1340 {在文件列表中选择项目，然后单击以编辑作者，或使用按钮添加或删除类别和标签。}
1341 {编辑信息}
1342 {保存}
1343 {取消}

1345 {在机架扩展中：}
1346 {在音色包中：}
1347 {在ReFill中：}
1348 {在SoundFont中：}
1349 {在文件夹中：}

1350 {类别}
1351 {标签}
1352 {用户标签}

1360 {平铺}
1361 {树状}
1362 {向上}

1370 {显示乐器设备}
1371 {显示效果器设备}
1372 {显示实用设备}
1373 {显示播放器设备}
1374 {清除}
1375 {清除隐藏的过滤器}
1376 {^0 个类别过滤器已激活}

1380 {内容未添加到索引中。}
1381 {更多信息}

1382 {+ 分配新标签...}
1383 {+ 添加...}
1384 {创建新的自定义标签}
1385 {收藏}
1386 {隐藏}
1387 {隐藏}
1388 {删除标签}
1389 {重命名标签...}
1390 {标签名称}

1400 {文件夹}
1401 {ReFill}
1402 {RE}
1403 {音色包}
1404 {SoundFont}
1405 {REX循环}
1406 {在}
1407 {作者}
1408 {类别}
1409 {标签}
1410 {标准MIDI文件}

















26.
208	{加载音色}
209	{重置设备}
210	{重命名设备}
211	{连接电缆}
212	{断开电缆}
214 {转移到新混音通道}
215	{更改 ^0 和 ^1}
216	{更改 ^0}
217	{更改 ^0 的微调}
219-Mac	{粘贴音色}
219-Win	{粘贴音色}
231	{拖放设备}
232	{删除设备和轨道}
233-Mac	{剪切设备和轨道}
233-Win	{剪切设备和轨道}
234-Mac	{粘贴设备和轨道}
234-Win	{粘贴设备和轨道}
235	{路由输出}
237	{导入MIDI文件}
238	{更改模式分辨率}
239	{向左移动模式}
240	{向右移动模式}
241	{随机生成模式}
242	{随机交换模式内内容}
243	{编辑模式}
244	{更改模式长度}
245	{切换模式随机设置}
246	{创建键区}
247	{分割键区}
248	{删除键区}
249	{设置发音下限}
250	{设置发音上限}
252-Mac	{剪切模式}
252-Win	{剪切模式}
254	{清除模式}
256	{选择样本}
257	{删除样本}
258	{删除未使用的样本}
259	{自动映射样本}
260	{选择样本}
261	{更改根音}
262	{更改微调}
263	{更改电平}
265	{自动路由设备}
266	{解除设备路由}
267	{更改音高}
268	{更改声像}
269	{更改电平}
270	{更改衰减}
271	{更改反向}
272	{更改滤波器截止}
273	{更改交替}
274	{更改输出}
275	{加载ReCycle/REX文件}
276	{更改速度}
277	{更改循环设置}
278	{编辑键盘控制}
279	{更改拍号}
280	{设置选择范围为循环}
281	{静音音序器轨道}
282	{独奏音序器轨道}
283	{更改循环模式}
284	{取消静音音序器轨道}
285	{取消独奏音序器轨道}
295	{录制轨道}
296	{更改歌曲结束位置}
298	{清除样本}
302	{仅选择音色左移}
303	{仅选择音色右移}
304	{仅选择音色随机生成}
305	{仅选择音色随机交换}
307	{复制循环到轨道}

311	{更改歌曲文件的数据收录设置}
313	{替换缺失文件}
314	{替换缺失文件}

315	{更改歌曲信息}

316	{上移模式}
317	{下移模式}

319	{重新加载样本参数}
320	{复制模式到轨道}
324-Mac	{粘贴模式}
324-Win	{粘贴模式}
326	{复制琶音到轨道}

335	{清除样本}

405	{创建 ^0}

413	{将设备放入Combinator}
414	{将设备从Combinator中移除}

416	{编辑远程覆盖}
417	{清除远程覆盖}
418	{清除设备上所有远程覆盖}
419-Mac	{粘贴远程覆盖}
419-Win	{粘贴远程覆盖}

420	{清除键盘控制}
421	{清除设备上所有键盘控制}

422	{更改控制器锁定设置}

423	{复制设备和轨道}

424	{更改仪表模式}
425	{更改峰值保持时间}
426	{更改仪表VU偏移}
427	{选择仪表输入输出}
428	{选择仪表输入输出}

430	{复制轨道和设备}

434	{设置区域接收音符}
438	{设置区域力度范围}
440	{设置区域键范围}
441	{设置区域移调}
442	{设置区域性能控制器}
443	{更改控制路由源}
444	{更改控制路由目标}
445	{更改调制路由范围}
447	{重命名旋钮}
448	{重命名按钮}
449	{设置标签}
450	{更改源范围}
451	{移除映射}
452	{添加控制}
453	{添加开关}
454	{添加轮子}
455	{添加运行按钮}
456	{添加旁路按钮}
457	{移除面板元素}
458	{水平/垂直间距}
459	{水平/垂直对齐}
460	{移动面板元素}
461	{启用传统模式}
462	{更改CV输入旋钮}

470	{清除自动化}
471	{清除模式自动化}

480	{反转模式}

500	{更改 ^0}

520	{更改力度影响}
521	{更改时间影响}
522	{更改长度影响}
523	{更改随机时间}
524	{更改模板}
525	{更改范围}
526	{加载律动音色}

527	{初始化律动通道}
528-Mac	{粘贴律动通道设置}
528-Win	{粘贴律动通道设置}


530	{采样}
531	{更改采样监控设置}


540	{导入音频}
541	{混音器通道的导出}

545	{块 开/关}
546	{更改块名称}
547	{更改块颜色}

550	{整理设备组}

561	{剪切循环}
562	{粘贴循环}
563	{删除循环}

570	{恢复音色}

571	{设置Bypass All}
572	{设置Direct Record}

573 {延迟补偿 开/关}
574 {多音符输入 启用/禁用}
















27.
1	{音符位置 (小节, 拍子, 1/16,  ticks)}
2	{音符长度 (小节, 拍子, 1/16,  ticks)}
3	{音符 (音高)}
4	{音符力度}
10	{音符}
11	{力度}


30	{自动化点位置}
31	{自动化值}
40	{值}


60	{位置}


90	{片段位置}
91	{片段长度}
92	{模式偏移}
93	{模式偏移}
94	{区块偏移}
95	{区块偏移}


152	{选择时间签名}
153	{选择模式}
156	{选中区块}
161	{时间签名}
162	{模式/循环}
163	{区块}

180	{位置}
181	{长度}
194	{匹配值}
195	{匹配值}
290	{淡入长度 (1/16音符 + ticks)}
291	{淡出长度 (1/16音符 + ticks)}
292	{片段电平 (dB)}
293	{移调 (半音 + 音分)}

380	{淡入}
381	{淡出}
382	{电平 (dB)}
383	{移调}

400	{偏移}
401	{电平 (dB)}
402	{移调}

412	{剪切位置}
413	{剪切交叉淡化}

416	{移调合成行 (半音 + 音分)}


500 {音符位置 (小节, 拍子, 1/16, ticks)}
501 {音符 (音高)}
502 {微调 (音分)}
503 {漂移}
504 {过渡长度}
505 {保留表情 (颤音)}
506 {共振峰 (半音 + 音分)}
507 {音符电平 (dB)}
508 {匹配值}


509 {人声编辑}
510 {位置}
511 {音符}
512 {微调}
513 {漂移}
514 {过渡}
515 {保留}
516 {共振峰}
517 {电平 (dB)}

518 {校正音符音高}
519 {重置音符到原始音高}


520 {匹配值}


540 {多 (合成模式)}
541 {变化}
542 {录音}
543 {片段中的录音名称}
544 {合并}
545 {合并到新录音}
546 {合并片段到新录音}
547 {拉伸类型}
548 {启用}
549 {禁用}
550 {启用/禁用拉伸。改变音高和时序需要启用拉伸。}
551 {反转片段}
552 {反转片段}
553 {标准化片段}
554 {标准化片段到 0 dB}
555 {速度}
556 {原始}
557 {移调}
558 {移调 (半音 + 音分)}
559 {缩放速度}
560 {x2}
561 {缩放到双倍速度}
562 {/2}
563 {缩放到半速}
564 {缩放}
565 {缩放到新速度 (%)}
566 {缩放 (%)}


567 {位置}
568 {切片位置 (小节, 拍子, 1/16, ticks)}

569 {量化}
570 {量化值}
571 {量化量}
572 {量化}
573 {量化切片}

574 {范围 (ticks)}
575 {最大随机位置变化 (ticks)}
576 {随机化}
577 {随机化切片位置}

578 {在切片处分割}
579 {在切片位置分割片段}
580 {还原所有切片}
581 {还原所有切片到原始位置}
582 {切片编辑}

583 {随机化音符位置}
584 {量化音符}
585 {拖拽移调模式}
586 {点击时监听音符音高}

587 {合并片段到新录音}
588 {删除未使用的录音}

589 {录音偏移 (小节, 拍子, 1/16, ticks, 子ticks)}
590 {合成行电平 (dB)}

591 {合并到新录音}
592 {未使用的录音}
593 {合成编辑}
594 {删除}

595 {剪切位置 (小节, 拍子, 1/16, ticks, 子ticks)}
596 {剪切交叉淡化长度 (1/16, ticks, 子ticks)}
597 {量化音符}

598 {连音重叠 (负值创建间隙)}
599 {制作连音/调整间隙}
600 {重叠 (ticks)}
601 {制作连音}

602 {半音}
603 {移调量 (半音)}
604 {移调}
605 {按半音移调音符}

606 {八度}
607 {上}
608 {下}
609 {按八度移调音符}

610 {几率 (%)}
611 {改变}
612 {改变音符 (交换音高/位置)}

613 {范围}
614 {随机化音高范围: 最低音符}
615 {随机化}
616 {随机化音符音高}

617 {改变几率 (%)}

618 {量 (%)}
619 {缩放力度量 (%)}
620 {缩放}
621 {缩放力度}
622 {量 (%)}
623 {随机化最大量 (%)}
624 {随机化}
625 {随机化力度}

626 {范围}
627 {力度斜坡起始值}
628 {制作斜坡}
629 {制作力度斜坡}
630 {视图模式}

631 {随机化音高范围: 最高音符}
632 {力度斜坡结束值}

633 {量}
634 {添加}
635 {添加力度}

636 {单次录制模式}
637 {合成模式}
638 {返回合成模式}
639 {^0 录音}

640 {设置}
641 {设置力度}

642 {量 (%)}
643 {缩放}
644 {缩放音符长度}













28.

1	{A}
2	{B}
3	{C}
4	{D}


51	{节奏通道 ON}
52	{选择下一个音色}
53	{选择上一个音色}
54	{节奏量}
55	{滑动}
56	{随机播放}
57	{预对齐}
58	{使用全局随机播放}

101	{^0^1}
103	{编辑通道}
106	{加载节奏音色}

120	{通道 ^0 ^1}
121	{^0: ^1%}
122	{^0: ^1 拍}

201	{显示音色库A}
202	{显示音色库B}
203	{显示音色库C}
204	{显示音色库D}
205	{全局随机播放的值: ^0%}
206	{从第^0小节开始节奏}

301	{有效}
302	{^0}
303	{^0 – ^1}
304	{^0 – ^1, ^2}
305	{^0 – ^1, ^2, ^3}
306	{随机播放 ^0%}
307	{滑动 ^0}
308	{无节奏}
309	{全局随机播放}
310	{未选择通道}

400	{保存节奏音色}
401	{Reason节奏音色文件}
402	{用户 ^0}

403	{未命名的节奏音色}

410	{ReGroove混音器}
411	{将 ^0 锁定到ReGroove混音器}

420	{模式随机播放}























29.
403	{启用无轨 groove}
404	{禁用无轨 groove}
405	{设置无轨 groove 通道}
418	{有效的无轨 groove}
419	{无效的无轨 groove}
420	{设置无轨 groove 通道}
422	{更改 groove 的锚点}

500	{Reason Factory Sound Bank:ReGroove Patches/Drummer}

536	{ReGroove 混音器}

567	{选择 groove}

999	{从剪辑生成 groove}














30.

1	{Engine}

100	{峰值表 线路输出 1}
101	{峰值表 线路输出 2}
102	{峰值表 线路输出 3}
103	{峰值表 线路输出 4}
104	{峰值表 线路输出 5}
105	{峰值表 线路输出 6}
106	{峰值表 线路输出 7}
107	{峰值表 线路输出 8}
108	{峰值表 线路输出 9}
109	{峰值表 线路输出 10}
110	{峰值表 线路输出 11}
111	{峰值表 线路输出 12}
112	{峰值表 线路输出 13}
113	{峰值表 线路输出 14}
114	{峰值表 线路输出 15}
115	{峰值表 线路输出 16}
116	{峰值表 线路输出 17}
117	{峰值表 线路输出 18}
118	{峰值表 线路输出 19}
119	{峰值表 线路输出 20}
120	{峰值表 线路输出 21}
121	{峰值表 线路输出 22}
122	{峰值表 线路输出 23}
123	{峰值表 线路输出 24}
124	{峰值表 线路输出 25}
125	{峰值表 线路输出 26}
126	{峰值表 线路输出 27}
127	{峰值表 线路输出 28}
128	{峰值表 线路输出 29}
129	{峰值表 线路输出 30}
130	{峰值表 线路输出 31}
131	{峰值表 线路输出 32}
132	{峰值表 线路输出 33}
133	{峰值表 线路输出 34}
134	{峰值表 线路输出 35}
135	{峰值表 线路输出 36}
136	{峰值表 线路输出 37}
137	{峰值表 线路输出 38}
138	{峰值表 线路输出 39}
139	{峰值表 线路输出 40}
140	{峰值表 线路输出 41}
141	{峰值表 线路输出 42}
142	{峰值表 线路输出 43}
143	{峰值表 线路输出 44}
144	{峰值表 线路输出 45}
145	{峰值表 线路输出 46}
146	{峰值表 线路输出 47}
147	{峰值表 线路输出 48}
148	{峰值表 线路输出 49}
149	{峰值表 线路输出 50}
150	{峰值表 线路输出 51}
151	{峰值表 线路输出 52}
152	{峰值表 线路输出 53}
153	{峰值表 线路输出 54}
154	{峰值表 线路输出 55}
155	{峰值表 线路输出 56}
156	{峰值表 线路输出 57}
157	{峰值表 线路输出 58}
158	{峰值表 线路输出 59}
159	{峰值表 线路输出 60}
160	{峰值表 线路输出 61}
161	{峰值表 线路输出 62}
162	{峰值表 线路输出 63}
163	{峰值表 线路输出 64}
164	{峰值表 线路输入 1}
165	{峰值表 线路输入 2}
166	{峰值表 线路输入 3}
167	{峰值表 线路输入 4}
168	{峰值表 线路输入 5}
169	{峰值表 线路输入 6}
170	{峰值表 线路输入 7}
171	{峰值表 线路输入 8}
172	{峰值表 线路输入 9}
173	{峰值表 线路输入 10}
174	{峰值表 线路输入 11}
175	{峰值表 线路输入 12}
176	{峰值表 线路输入 13}
177	{峰值表 线路输入 14}
178	{峰值表 线路输入 15}
179	{峰值表 线路输入 16}
180	{峰值表 线路输入 17}
181	{峰值表 线路输入 18}
182	{峰值表 线路输入 19}
183	{峰值表 线路输入 20}
184	{峰值表 线路输入 21}
185	{峰值表 线路输入 22}
186	{峰值表 线路输入 23}
187	{峰值表 线路输入 24}
188	{峰值表 线路输入 25}
189	{峰值表 线路输入 26}
190	{峰值表 线路输入 27}
191	{峰值表 线路输入 28}
192	{峰值表 线路输入 29}
193	{峰值表 线路输入 30}
194	{峰值表 线路输入 31}
195	{峰值表 线路输入 32}
196	{峰值表 线路输入 33}
197	{峰值表 线路输入 34}
198	{峰值表 线路输入 35}
199	{峰值表 线路输入 36}
200	{峰值表 线路输入 37}
201	{峰值表 线路输入 38}
202	{峰值表 线路输入 39}
203	{峰值表 线路输入 40}
204	{峰值表 线路输入 41}
205	{峰值表 线路输入 42}
206	{峰值表 线路输入 43}
207	{峰值表 线路输入 44}
208	{峰值表 线路输入 45}
209	{峰值表 线路输入 46}
210	{峰值表 线路输入 47}
211	{峰值表 线路输入 48}
212	{峰值表 线路输入 49}
213	{峰值表 线路输入 50}
214	{峰值表 线路输入 51}
215	{峰值表 线路输入 52}
216	{峰值表 线路输入 53}
217	{峰值表 线路输入 54}
